
> backend@1.0.0 dev
[2026-03-05T01:28:17.660Z] GET /api/catalogs/default-classification
[default-classification] JWT user.id=156 type=string
[default-classification] depRaw=[{"name":"Secretaría de Salud"}]
Default classification for "Secretaría de Salud": titulo="SISTEMA DE SALUD PARA EL BIENESTAR"(14), tema="PROMOCIÓN, PREVENCIÓN Y ATENCIÓN TEMPRANA"(26), subtema="Cuidado de la salud mental y prevención de las adicciones"(14) | allowed: 1 titulos
[2026-03-05T01:28:17.674Z] GET /api/catalogs/default-classification
[default-classification] JWT user.id=156 type=string
[default-classification] depRaw=[{"name":"Secretaría de Salud"}]
Default classification for "Secretaría de Salud": titulo="SISTEMA DE SALUD PARA EL BIENESTAR"(14), tema="PROMOCIÓN, PREVENCIÓN Y ATENCIÓN TEMPRANA"(26), subtema="Cuidado de la salud mental y prevención de las adicciones"(14) | allowed: 1 titulos
[2026-03-05T01:28:17.687Z] OPTIONS /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-05T01:28:17.699Z] GET /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-05T01:28:17.711Z] GET /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-05T01:28:17.725Z] OPTIONS /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-05T01:28:17.737Z] GET /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-05T01:28:17.749Z] GET /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-05T01:28:20.802Z] OPTIONS /api/activities?periodo=2026
[2026-03-05T01:28:20.803Z] GET /api/activities?periodo=2026
[2026-03-05T01:28:20.808Z] GET /api/activities?periodo=2026
[2026-03-05T01:28:33.831Z] OPTIONS /api/narratives/my-captures?periodo=2026
[2026-03-05T01:28:33.832Z] GET /api/narratives/my-captures?periodo=2026
[2026-03-05T01:28:33.872Z] GET /api/narratives/my-captures?periodo=2026
[2026-03-05T01:28:45.284Z] GET /api/export/word/narrative/1979?token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZCI6IjE1NiIsImVtYWlsIjoic2FsdWRkZW1vQHNlcGxhbi5nb2IubXgiLCJyb2xlcyI6WyJDYXB0dXJpc3RhIl0sImRlcGVuZGVuY3kiOiJTQUxVRCIsImRlcGVuZGVuY3lfaWQiOiIxNSIsImlhdCI6MTc3MjY3MTE3NSwiZXhwIjoxNzcyNjk5OTc1fQ.S4UhcorEXNvxGFh7y7WmQpyYLS5MLEKNTDTE-rgUvgA
[2026-03-05T01:28:49.368Z] OPTIONS /api/entities?periodo=2026
[2026-03-05T01:28:49.368Z] GET /api/entities?periodo=2026
[2026-03-05T01:28:49.375Z] GET /api/entities?periodo=2026
[2026-03-05T01:28:53.089Z] OPTIONS /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:28:53.091Z] OPTIONS /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:28:53.092Z] OPTIONS /api/catalogs/financing-sources?periodo=2026
[2026-03-05T01:28:53.092Z] OPTIONS /api/catalogs/ods?periodo=2026
[2026-03-05T01:28:53.093Z] OPTIONS /api/catalogs/ped/objectives
[2026-03-05T01:28:53.093Z] GET /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:28:53.099Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:28:53.101Z] OPTIONS /api/catalogs/ped/action-lines
[2026-03-05T01:28:53.101Z] GET /api/catalogs/financing-sources?periodo=2026
[2026-03-05T01:28:53.102Z] OPTIONS /api/catalogs/ped/strategies
[2026-03-05T01:28:53.103Z] GET /api/catalogs/financing-sources?periodo=2026
[2026-03-05T01:28:53.116Z] GET /api/catalogs/ods?periodo=2026
[2026-03-05T01:28:53.130Z] GET /api/catalogs/ped/objectives
[2026-03-05T01:28:53.142Z] GET /api/catalogs/ped/action-lines
[2026-03-05T01:28:53.153Z] GET /api/catalogs/ped/strategies
[2026-03-05T01:28:53.167Z] GET /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:28:53.179Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:28:53.190Z] GET /api/catalogs/ods?periodo=2026
[2026-03-05T01:28:53.203Z] GET /api/catalogs/ped/objectives
[2026-03-05T01:28:53.217Z] GET /api/catalogs/ped/action-lines
[2026-03-05T01:28:53.230Z] GET /api/catalogs/ped/strategies
[2026-03-05T01:28:53.242Z] OPTIONS /api/catalogs/default-classification
[2026-03-05T01:28:53.252Z] GET /api/catalogs/default-classification
[default-classification] JWT user.id=156 type=string
[default-classification] depRaw=[{"name":"Secretaría de Salud"}]
Default classification for "Secretaría de Salud": titulo="SISTEMA DE SALUD PARA EL BIENESTAR"(14), tema="PROMOCIÓN, PREVENCIÓN Y ATENCIÓN TEMPRANA"(26), subtema="Cuidado de la salud mental y prevención de las adicciones"(14) | allowed: 1 titulos
[2026-03-05T01:28:53.266Z] GET /api/catalogs/default-classification
[default-classification] JWT user.id=156 type=string
[default-classification] depRaw=[{"name":"Secretaría de Salud"}]
Default classification for "Secretaría de Salud": titulo="SISTEMA DE SALUD PARA EL BIENESTAR"(14), tema="PROMOCIÓN, PREVENCIÓN Y ATENCIÓN TEMPRANA"(26), subtema="Cuidado de la salud mental y prevención de las adicciones"(14) | allowed: 1 titulos
[2026-03-05T01:28:53.279Z] OPTIONS /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-05T01:28:53.292Z] GET /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-05T01:28:53.302Z] GET /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-05T01:28:53.318Z] OPTIONS /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-05T01:28:53.328Z] GET /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-05T01:28:53.342Z] GET /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-05T01:28:54.437Z] OPTIONS /api/entities?periodo=2026
[2026-03-05T01:28:54.437Z] GET /api/entities?periodo=2026
[2026-03-05T01:28:54.442Z] GET /api/entities?periodo=2026
[2026-03-05T01:29:00.662Z] OPTIONS /api/entries/2?periodo=2026
[2026-03-05T01:29:00.664Z] GET /api/entries/2?periodo=2026
[2026-03-05T01:29:15.979Z] OPTIONS /api/narratives/my-captures?periodo=2026
[2026-03-05T01:29:15.980Z] GET /api/narratives/my-captures?periodo=2026
[2026-03-05T01:29:15.994Z] GET /api/narratives/my-captures?periodo=2026
[2026-03-05T01:29:33.358Z] OPTIONS /api/activities?periodo=2026
[2026-03-05T01:29:33.361Z] OPTIONS /api/dashboard/stats?periodo=2026
[2026-03-05T01:29:33.361Z] GET /api/activities?periodo=2026
[2026-03-05T01:29:33.365Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:29:33.373Z] GET /api/dashboard/stats?periodo=2026
[2026-03-05T01:29:33.416Z] GET /api/activities?periodo=2026
[2026-03-05T01:29:43.024Z] OPTIONS /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:29:43.025Z] OPTIONS /api/catalogs/financing-sources?periodo=2026
[2026-03-05T01:29:43.026Z] OPTIONS /api/catalogs/ods?periodo=2026
[2026-03-05T01:29:43.026Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:29:43.027Z] OPTIONS /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:29:43.027Z] GET /api/catalogs/financing-sources?periodo=2026
[2026-03-05T01:29:43.028Z] OPTIONS /api/catalogs/ped/action-lines
[2026-03-05T01:29:43.028Z] OPTIONS /api/catalogs/ped/objectives
[2026-03-05T01:29:43.029Z] OPTIONS /api/catalogs/ped/strategies
[2026-03-05T01:29:43.029Z] GET /api/catalogs/ods?periodo=2026
[2026-03-05T01:29:43.039Z] GET /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:29:43.051Z] GET /api/catalogs/financing-sources?periodo=2026
[2026-03-05T01:29:43.063Z] GET /api/catalogs/ped/action-lines
[2026-03-05T01:29:43.078Z] GET /api/catalogs/ped/objectives
[2026-03-05T01:29:43.089Z] GET /api/catalogs/narrative-titles?periodo=2026
[2026-03-05T01:29:43.102Z] GET /api/catalogs/ped/strategies
[2026-03-05T01:29:43.112Z] GET /api/catalogs/ods?periodo=2026
[2026-03-05T01:29:43.128Z] GET /api/catalogs/ped/missions?periodo=2026
[2026-03-05T01:29:43.140Z] GET /api/catalogs/ped/action-lines
[2026-03-05T01:29:43.152Z] GET /api/catalogs/ped/objectives
[2026-03-05T01:29:43.165Z] GET /api/catalogs/ped/strategies
[2026-03-05T01:29:43.177Z] OPTIONS /api/catalogs/default-classification
[2026-03-05T01:29:43.204Z] GET /api/catalogs/default-classification
[default-classification] JWT user.id=156 type=string
[default-classification] depRaw=[{"name":"Secretaría de Salud"}]
Default classification for "Secretaría de Salud": titulo="SISTEMA DE SALUD PARA EL BIENESTAR"(14), tema="PROMOCIÓN, PREVENCIÓN Y ATENCIÓN TEMPRANA"(26), subtema="Cuidado de la salud mental y prevención de las adicciones"(14) | allowed: 1 titulos
[2026-03-05T01:29:43.216Z] GET /api/catalogs/default-classification
[default-classification] JWT user.id=156 type=string
[default-classification] depRaw=[{"name":"Secretaría de Salud"}]
Default classification for "Secretaría de Salud": titulo="SISTEMA DE SALUD PARA EL BIENESTAR"(14), tema="PROMOCIÓN, PREVENCIÓN Y ATENCIÓN TEMPRANA"(26), subtema="Cuidado de la salud mental y prevención de las adicciones"(14) | allowed: 1 titulos
[2026-03-05T01:29:43.227Z] OPTIONS /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-05T01:29:43.240Z] GET /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-05T01:29:43.251Z] GET /api/catalogs/narrative-themes?periodo=2026&title_id=14
[2026-03-05T01:29:43.266Z] OPTIONS /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-05T01:29:43.276Z] GET /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-05T01:29:43.288Z] GET /api/catalogs/narrative-subthemes?periodo=2026&theme_id=26
[2026-03-05T01:32:14.337Z] OPTIONS /api/narratives/my-captures?periodo=2026
[2026-03-05T01:32:14.342Z] GET /api/narratives/my-captures?periodo=2026
[2026-03-05T01:32:14.353Z] GET /api/narratives/my-captures?periodo=2026
Bot error: EFATAL: Error: read ETIMEDOUT
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: read ETIMEDOUT
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: read ETIMEDOUT
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: read ETIMEDOUT
Bot error: EFATAL: Error: read ECONNRESET
Bot error: EFATAL: Error: read ECONNRESET
Bot error: EFATAL: Error: read ECONNRESET
Bot error: EFATAL: Error: read ECONNRESET
Bot error: EFATAL: Error: read ECONNRESET
Bot error: EFATAL: Error: read ECONNRESET
Bot error: EFATAL: Error: read ECONNRESET
Bot error: EFATAL: Error: read ECONNRESET
Bot error: EFATAL: Error: read ECONNRESET
Bot error: EFATAL: Error: read ECONNRESET
Bot error: EFATAL: Error: read ECONNRESET
Bot error: EFATAL: Error: read ECONNRESET
Bot error: EFATAL: Error: read ECONNRESET
Bot error: EFATAL: Error: read ETIMEDOUT
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
Bot error: EFATAL: Error: getaddrinfo ENOTFOUND api.telegram.org
